 x,y,z
   0.0000000000000000      ,   0.0000000000000000      ,   1.0000000000000000     
   0.0000000000000000      ,   1.6783554599999999      ,   1.0000000000000000     
   0.0000000000000000      ,   2.6799945799999998      ,   1.0000000000000000     
   0.0000000000000000      ,   3.5125665700000002      ,   1.0000000000000000     
   0.0000000000000000      ,   4.2713508600000001      ,   1.0000000000000000     
   0.0000000000000000      ,   5.0000000000000000      ,   1.0000000000000000     
   0.0000000000000000      ,   5.7286491399999999      ,   1.0000000000000000     
   0.0000000000000000      ,   6.4874334300000003      ,   1.0000000000000000     
   0.0000000000000000      ,   7.3200054200000002      ,   1.0000000000000000     
   0.0000000000000000      ,   8.3216447799999997      ,   1.0000000000000000     
   0.0000000000000000      ,   9.9999990499999996      ,   1.0000000000000000     
  0.50000000000000000      ,  0.47499990500000000      ,   1.0000000000000000     
  0.50000000000000000      ,   1.9939112699999999      ,   1.0000000000000000     
  0.50000000000000000      ,   2.9003949200000001      ,   1.0000000000000000     
  0.50000000000000000      ,   3.6538724899999999      ,   1.0000000000000000     
  0.50000000000000000      ,   4.3405718799999997      ,   1.0000000000000000     
  0.50000000000000000      ,   4.9999995200000003      ,   1.0000000000000000     
  0.50000000000000000      ,   5.6594266900000001      ,   1.0000000000000000     
  0.50000000000000000      ,   6.3461265600000001      ,   1.0000000000000000     
  0.50000000000000000      ,   7.0996041300000003      ,   1.0000000000000000     
  0.50000000000000000      ,   8.0060873000000008      ,   1.0000000000000000     
  0.50000000000000000      ,   9.5249977099999992      ,   1.0000000000000000     
   1.0000000000000000      ,  0.90000009500000000      ,   1.0000000000000000     
   1.0000000000000000      ,   2.2762517899999999      ,   1.0000000000000000     
   1.0000000000000000      ,   3.0975956899999999      ,   1.0000000000000000     
   1.0000000000000000      ,   3.7803049099999999      ,   1.0000000000000000     
   1.0000000000000000      ,   4.4025077799999996      ,   1.0000000000000000     
   1.0000000000000000      ,   5.0000004799999997      ,   1.0000000000000000     
   1.0000000000000000      ,   5.5974926900000002      ,   1.0000000000000000     
   1.0000000000000000      ,   6.2196960399999996      ,   1.0000000000000000     
   1.0000000000000000      ,   6.9024047900000003      ,   1.0000000000000000     
   1.0000000000000000      ,   7.7237491599999997      ,   1.0000000000000000     
   1.0000000000000000      ,   9.1000003800000009      ,   1.0000000000000000     
   1.5000000000000000      ,   1.2749998600000001      ,   1.0000000000000000     
   1.5000000000000000      ,   2.5253746499999998      ,   1.0000000000000000     
   1.5000000000000000      ,   3.2715959500000000      ,   1.0000000000000000     
   1.5000000000000000      ,   3.8918619200000002      ,   1.0000000000000000     
   1.5000000000000000      ,   4.4571561800000001      ,   1.0000000000000000     
   1.5000000000000000      ,   5.0000000000000000      ,   1.0000000000000000     
   1.5000000000000000      ,   5.5428438199999999      ,   1.0000000000000000     
   1.5000000000000000      ,   6.1081380799999998      ,   1.0000000000000000     
   1.5000000000000000      ,   6.7284040500000000      ,   1.0000000000000000     
   1.5000000000000000      ,   7.4746251099999999      ,   1.0000000000000000     
   1.5000000000000000      ,   8.7249994300000004      ,   1.0000000000000000     
   2.0000000000000000      ,   1.6000001399999999      ,   1.0000000000000000     
   2.0000000000000000      ,   2.7412817500000002      ,   1.0000000000000000     
   2.0000000000000000      ,   3.4223964200000001      ,   1.0000000000000000     
   2.0000000000000000      ,   3.9885454199999999      ,   1.0000000000000000     
   2.0000000000000000      ,   4.5045185099999996      ,   1.0000000000000000     
   2.0000000000000000      ,   5.0000000000000000      ,   1.0000000000000000     
   2.0000000000000000      ,   5.4954814900000004      ,   1.0000000000000000     
   2.0000000000000000      ,   6.0114545799999997      ,   1.0000000000000000     
   2.0000000000000000      ,   6.5776033399999996      ,   1.0000000000000000     
   2.0000000000000000      ,   7.2587180099999999      ,   1.0000000000000000     
   2.0000000000000000      ,   8.3999996199999991      ,   1.0000000000000000     
   2.5000000000000000      ,   1.8750000000000000      ,   1.0000000000000000     
   2.5000000000000000      ,   2.9239721300000001      ,   1.0000000000000000     
   2.5000000000000000      ,   3.5499966100000000      ,   1.0000000000000000     
   2.5000000000000000      ,   4.0703539800000001      ,   1.0000000000000000     
   2.5000000000000000      ,   4.5445942900000000      ,   1.0000000000000000     
   2.5000000000000000      ,   5.0000000000000000      ,   1.0000000000000000     
   2.5000000000000000      ,   5.4554057100000000      ,   1.0000000000000000     
   2.5000000000000000      ,   5.9296455400000001      ,   1.0000000000000000     
   2.5000000000000000      ,   6.4500031499999997      ,   1.0000000000000000     
   2.5000000000000000      ,   7.0760278699999999      ,   1.0000000000000000     
   2.5000000000000000      ,   8.1249990499999996      ,   1.0000000000000000     
   3.0000000000000000      ,   2.0999998999999998      ,   1.0000000000000000     
   3.0000000000000000      ,   3.0734460399999999      ,   1.0000000000000000     
   3.0000000000000000      ,   3.6543970099999998      ,   1.0000000000000000     
   3.0000000000000000      ,   4.1372885699999999      ,   1.0000000000000000     
   3.0000000000000000      ,   4.5773835199999997      ,   1.0000000000000000     
   3.0000000000000000      ,   5.0000000000000000      ,   1.0000000000000000     
   3.0000000000000000      ,   5.4226164800000003      ,   1.0000000000000000     
   3.0000000000000000      ,   5.8627114300000001      ,   1.0000000000000000     
   3.0000000000000000      ,   6.3456029899999997      ,   1.0000000000000000     
   3.0000000000000000      ,   6.9265537300000002      ,   1.0000000000000000     
   3.0000000000000000      ,   7.8999996200000000      ,   1.0000000000000000     
   3.2500000000000000      ,   2.1937498999999998      ,   1.0000000000000000     
   3.2500000000000000      ,   3.1357269300000001      ,   1.0000000000000000     
   3.2500000000000000      ,   3.6978969600000000      ,   1.0000000000000000     
   3.2500000000000000      ,   4.1651778200000003      ,   1.0000000000000000     
   3.2500000000000000      ,   4.5910453799999997      ,   1.0000000000000000     
   3.2500000000000000      ,   5.0000000000000000      ,   1.0000000000000000     
   3.2500000000000000      ,   5.4089541399999996      ,   1.0000000000000000     
   3.2500000000000000      ,   5.8348217000000000      ,   1.0000000000000000     
   3.2500000000000000      ,   6.3021030400000004      ,   1.0000000000000000     
   3.2500000000000000      ,   6.8642730700000003      ,   1.0000000000000000     
   3.2500000000000000      ,   7.8062496200000000      ,   1.0000000000000000     
   3.4330127199999998      ,   2.2544555700000002      ,   1.0000000000000000     
   3.4330127199999998      ,   3.1760554299999999      ,   1.0000000000000000     
   3.4330127199999998      ,   3.7260644400000000      ,   1.0000000000000000     
   3.4330127199999998      ,   4.1832370799999996      ,   1.0000000000000000     
   3.4330127199999998      ,   4.5998921399999997      ,   1.0000000000000000     
   3.4330127199999998      ,   5.0000000000000000      ,   1.0000000000000000     
   3.4330127199999998      ,   5.4001078600000003      ,   1.0000000000000000     
   3.4330127199999998      ,   5.8167629200000004      ,   1.0000000000000000     
   3.4330127199999998      ,   6.2739353199999996      ,   1.0000000000000000     
   3.4330127199999998      ,   6.8239445700000001      ,   1.0000000000000000     
   3.4330127199999998      ,   7.7455439600000000      ,   1.0000000000000000     
   3.5000000000000000      ,   2.2750001000000002      ,   1.0000000000000000     
   3.5000000000000000      ,   3.1897034600000000      ,   1.0000000000000000     
   3.5000000000000000      ,   3.7355971299999999      ,   1.0000000000000000     
   3.5000000000000000      ,   4.1893487000000000      ,   1.0000000000000000     
   3.5000000000000000      ,   4.6028862000000004      ,   1.0000000000000000     
   3.5000000000000000      ,   5.0000000000000000      ,   1.0000000000000000     
   3.5000000000000000      ,   5.3971137999999996      ,   1.0000000000000000     
   3.5000000000000000      ,   5.8106513000000000      ,   1.0000000000000000     
   3.5000000000000000      ,   6.2644028699999996      ,   1.0000000000000000     
   3.5000000000000000      ,   6.8102960599999998      ,   1.0000000000000000     
   3.5000000000000000      ,   7.7249994299999996      ,   1.0000000000000000     
   3.5170371500000002      ,   2.2800817499999999      ,   1.0000000000000000     
   3.5170371500000002      ,   3.1930794699999998      ,   1.0000000000000000     
   3.5170371500000002      ,   3.7379550899999998      ,   1.0000000000000000     
   3.5170371500000002      ,   4.1908607499999997      ,   1.0000000000000000     
   3.5170371500000002      ,   4.6036267300000002      ,   1.0000000000000000     
   3.5170371500000002      ,   5.0000000000000000      ,   1.0000000000000000     
   3.5170371500000002      ,   5.3963732699999998      ,   1.0000000000000000     
   3.5170371500000002      ,   5.8091392500000003      ,   1.0000000000000000     
   3.5170371500000002      ,   6.2620449100000002      ,   1.0000000000000000     
   3.5170371500000002      ,   6.8069200500000004      ,   1.0000000000000000     
   3.5170371500000002      ,   7.7199177700000003      ,   1.0000000000000000     
   3.6464466999999998      ,   2.3167893899999998      ,   1.0000000000000000     
   3.6464466999999998      ,   3.2174656399999999      ,   1.0000000000000000     
   3.6464466999999998      ,   3.7549872400000002      ,   1.0000000000000000     
   3.6464466999999998      ,   4.2017803200000001      ,   1.0000000000000000     
   3.6464466999999998      ,   4.6089758900000000      ,   1.0000000000000000     
   3.6464466999999998      ,   5.0000000000000000      ,   1.0000000000000000     
   3.6464466999999998      ,   5.3910236400000002      ,   1.0000000000000000     
   3.6464466999999998      ,   5.7982192000000001      ,   1.0000000000000000     
   3.6464466999999998      ,   6.2450122800000001      ,   1.0000000000000000     
   3.6464466999999998      ,   6.7825341200000002      ,   1.0000000000000000     
   3.6464466999999998      ,   7.6832103700000003      ,   1.0000000000000000     
   3.8705904499999999      ,   2.3724434400000001      ,   1.0000000000000000     
   3.8705904499999999      ,   3.2544381599999999      ,   1.0000000000000000     
   3.8705904499999999      ,   3.7808108300000001      ,   1.0000000000000000     
   3.8705904499999999      ,   4.2183370599999996      ,   1.0000000000000000     
   3.8705904499999999      ,   4.6170864099999998      ,   1.0000000000000000     
   3.8705904499999999      ,   5.0000000000000000      ,   1.0000000000000000     
   3.8705904499999999      ,   5.3829135900000002      ,   1.0000000000000000     
   3.8705904499999999      ,   5.7816629400000004      ,   1.0000000000000000     
   3.8705904499999999      ,   6.2191886900000002      ,   1.0000000000000000     
   3.8705904499999999      ,   6.7455616000000003      ,   1.0000000000000000     
   3.8705904499999999      ,   7.6275558500000002      ,   1.0000000000000000     
   4.0000000000000000      ,   2.4000001000000002      ,   1.0000000000000000     
   4.0000000000000000      ,   3.2727446599999999      ,   1.0000000000000000     
   4.0000000000000000      ,   3.7935972200000001      ,   1.0000000000000000     
   4.0000000000000000      ,   4.2265348400000002      ,   1.0000000000000000     
   4.0000000000000000      ,   4.6211023300000003      ,   1.0000000000000000     
   4.0000000000000000      ,   5.0000000000000000      ,   1.0000000000000000     
   4.0000000000000000      ,   5.3788976699999997      ,   1.0000000000000000     
   4.0000000000000000      ,   5.7734651599999998      ,   1.0000000000000000     
   4.0000000000000000      ,   6.2064027800000003      ,   1.0000000000000000     
   4.0000000000000000      ,   6.7272548700000003      ,   1.0000000000000000     
   4.0000000000000000      ,   7.5999994299999996      ,   1.0000000000000000     
   4.5000000000000000      ,   2.4749998999999998      ,   1.0000000000000000     
   4.5000000000000000      ,   3.3225693700000001      ,   1.0000000000000000     
   4.5000000000000000      ,   3.8283972700000000      ,   1.0000000000000000     
   4.5000000000000000      ,   4.2488460500000000      ,   1.0000000000000000     
   4.5000000000000000      ,   4.6320319200000002      ,   1.0000000000000000     
   4.5000000000000000      ,   5.0000000000000000      ,   1.0000000000000000     
   4.5000000000000000      ,   5.3679676100000000      ,   1.0000000000000000     
   4.5000000000000000      ,   5.7511539500000000      ,   1.0000000000000000     
   4.5000000000000000      ,   6.1716027300000000      ,   1.0000000000000000     
   4.5000000000000000      ,   6.6774301500000002      ,   1.0000000000000000     
   4.5000000000000000      ,   7.5249996200000000      ,   1.0000000000000000     
   5.0000000000000000      ,   2.5000000000000000      ,   1.0000000000000000     
   5.0000000000000000      ,   3.3391776100000001      ,   1.0000000000000000     
   5.0000000000000000      ,   3.8399972899999999      ,   1.0000000000000000     
   5.0000000000000000      ,   4.2562832799999999      ,   1.0000000000000000     
   5.0000000000000000      ,   4.6356754300000000      ,   1.0000000000000000     
   5.0000000000000000      ,   5.0000000000000000      ,   1.0000000000000000     
   5.0000000000000000      ,   5.3643245700000000      ,   1.0000000000000000     
   5.0000000000000000      ,   5.7437167200000001      ,   1.0000000000000000     
   5.0000000000000000      ,   6.1600027099999997      ,   1.0000000000000000     
   5.0000000000000000      ,   6.6608223899999999      ,   1.0000000000000000     
   5.0000000000000000      ,   7.4999995200000003      ,   1.0000000000000000     
   5.5000000000000000      ,   2.4749998999999998      ,   1.0000000000000000     
   5.5000000000000000      ,   3.3225693700000001      ,   1.0000000000000000     
   5.5000000000000000      ,   3.8283972700000000      ,   1.0000000000000000     
   5.5000000000000000      ,   4.2488460500000000      ,   1.0000000000000000     
   5.5000000000000000      ,   4.6320319200000002      ,   1.0000000000000000     
   5.5000000000000000      ,   5.0000000000000000      ,   1.0000000000000000     
   5.5000000000000000      ,   5.3679676100000000      ,   1.0000000000000000     
   5.5000000000000000      ,   5.7511539500000000      ,   1.0000000000000000     
   5.5000000000000000      ,   6.1716027300000000      ,   1.0000000000000000     
   5.5000000000000000      ,   6.6774301500000002      ,   1.0000000000000000     
   5.5000000000000000      ,   7.5249996200000000      ,   1.0000000000000000     
   6.0000000000000000      ,   2.3999996200000000      ,   1.0000000000000000     
   6.0000000000000000      ,   3.2727446599999999      ,   1.0000000000000000     
   6.0000000000000000      ,   3.7935972200000001      ,   1.0000000000000000     
   6.0000000000000000      ,   4.2265343700000004      ,   1.0000000000000000     
   6.0000000000000000      ,   4.6211023300000003      ,   1.0000000000000000     
   6.0000000000000000      ,   5.0000000000000000      ,   1.0000000000000000     
   6.0000000000000000      ,   5.3788976699999997      ,   1.0000000000000000     
   6.0000000000000000      ,   5.7734656299999996      ,   1.0000000000000000     
   6.0000000000000000      ,   6.2064027800000003      ,   1.0000000000000000     
   6.0000000000000000      ,   6.7272553400000001      ,   1.0000000000000000     
   6.0000000000000000      ,   7.5999999000000003      ,   1.0000000000000000     
   6.5000000000000000      ,   2.2750001000000002      ,   1.0000000000000000     
   6.5000000000000000      ,   3.1897034600000000      ,   1.0000000000000000     
   6.5000000000000000      ,   3.7355971299999999      ,   1.0000000000000000     
   6.5000000000000000      ,   4.1893487000000000      ,   1.0000000000000000     
   6.5000000000000000      ,   4.6028862000000004      ,   1.0000000000000000     
   6.5000000000000000      ,   5.0000000000000000      ,   1.0000000000000000     
   6.5000000000000000      ,   5.3971137999999996      ,   1.0000000000000000     
   6.5000000000000000      ,   5.8106513000000000      ,   1.0000000000000000     
   6.5000000000000000      ,   6.2644028699999996      ,   1.0000000000000000     
   6.5000000000000000      ,   6.8102960599999998      ,   1.0000000000000000     
   6.5000000000000000      ,   7.7249994299999996      ,   1.0000000000000000     
   7.0000000000000000      ,   2.0999998999999998      ,   1.0000000000000000     
   7.0000000000000000      ,   3.0734460399999999      ,   1.0000000000000000     
   7.0000000000000000      ,   3.6543970099999998      ,   1.0000000000000000     
   7.0000000000000000      ,   4.1372885699999999      ,   1.0000000000000000     
   7.0000000000000000      ,   4.5773835199999997      ,   1.0000000000000000     
   7.0000000000000000      ,   5.0000000000000000      ,   1.0000000000000000     
   7.0000000000000000      ,   5.4226164800000003      ,   1.0000000000000000     
   7.0000000000000000      ,   5.8627114300000001      ,   1.0000000000000000     
   7.0000000000000000      ,   6.3456029899999997      ,   1.0000000000000000     
   7.0000000000000000      ,   6.9265537300000002      ,   1.0000000000000000     
   7.0000000000000000      ,   7.8999996200000000      ,   1.0000000000000000     
   7.5000000000000000      ,   1.8750000000000000      ,   1.0000000000000000     
   7.5000000000000000      ,   2.9239721300000001      ,   1.0000000000000000     
   7.5000000000000000      ,   3.5499966100000000      ,   1.0000000000000000     
   7.5000000000000000      ,   4.0703539800000001      ,   1.0000000000000000     
   7.5000000000000000      ,   4.5445942900000000      ,   1.0000000000000000     
   7.5000000000000000      ,   5.0000000000000000      ,   1.0000000000000000     
   7.5000000000000000      ,   5.4554057100000000      ,   1.0000000000000000     
   7.5000000000000000      ,   5.9296455400000001      ,   1.0000000000000000     
   7.5000000000000000      ,   6.4500031499999997      ,   1.0000000000000000     
   7.5000000000000000      ,   7.0760278699999999      ,   1.0000000000000000     
   7.5000000000000000      ,   8.1249990499999996      ,   1.0000000000000000     
   8.0000000000000000      ,   1.6000001399999999      ,   1.0000000000000000     
   8.0000000000000000      ,   2.7412817500000002      ,   1.0000000000000000     
   8.0000000000000000      ,   3.4223964200000001      ,   1.0000000000000000     
   8.0000000000000000      ,   3.9885454199999999      ,   1.0000000000000000     
   8.0000000000000000      ,   4.5045185099999996      ,   1.0000000000000000     
   8.0000000000000000      ,   5.0000000000000000      ,   1.0000000000000000     
   8.0000000000000000      ,   5.4954814900000004      ,   1.0000000000000000     
   8.0000000000000000      ,   6.0114545799999997      ,   1.0000000000000000     
   8.0000000000000000      ,   6.5776033399999996      ,   1.0000000000000000     
   8.0000000000000000      ,   7.2587180099999999      ,   1.0000000000000000     
   8.0000000000000000      ,   8.3999996199999991      ,   1.0000000000000000     
   8.5000000000000000      ,   1.2749998600000001      ,   1.0000000000000000     
   8.5000000000000000      ,   2.5253746499999998      ,   1.0000000000000000     
   8.5000000000000000      ,   3.2715959500000000      ,   1.0000000000000000     
   8.5000000000000000      ,   3.8918619200000002      ,   1.0000000000000000     
   8.5000000000000000      ,   4.4571561800000001      ,   1.0000000000000000     
   8.5000000000000000      ,   5.0000000000000000      ,   1.0000000000000000     
   8.5000000000000000      ,   5.5428438199999999      ,   1.0000000000000000     
   8.5000000000000000      ,   6.1081380799999998      ,   1.0000000000000000     
   8.5000000000000000      ,   6.7284040500000000      ,   1.0000000000000000     
   8.5000000000000000      ,   7.4746251099999999      ,   1.0000000000000000     
   8.5000000000000000      ,   8.7249994300000004      ,   1.0000000000000000     
   9.0000000000000000      ,  0.89999961900000003      ,   1.0000000000000000     
   9.0000000000000000      ,   2.2762513200000001      ,   1.0000000000000000     
   9.0000000000000000      ,   3.0975952100000002      ,   1.0000000000000000     
   9.0000000000000000      ,   3.7803044300000002      ,   1.0000000000000000     
   9.0000000000000000      ,   4.4025073099999998      ,   1.0000000000000000     
   9.0000000000000000      ,   5.0000000000000000      ,   1.0000000000000000     
   9.0000000000000000      ,   5.5974922200000004      ,   1.0000000000000000     
   9.0000000000000000      ,   6.2196950900000001      ,   1.0000000000000000     
   9.0000000000000000      ,   6.9024043099999997      ,   1.0000000000000000     
   9.0000000000000000      ,   7.7237486799999999      ,   1.0000000000000000     
   9.0000000000000000      ,   9.1000003800000009      ,   1.0000000000000000     
   9.5000000000000000      ,  0.47499942800000000      ,   1.0000000000000000     
   9.5000000000000000      ,   1.9939112699999999      ,   1.0000000000000000     
   9.5000000000000000      ,   2.9003949200000001      ,   1.0000000000000000     
   9.5000000000000000      ,   3.6538724899999999      ,   1.0000000000000000     
   9.5000000000000000      ,   4.3405723600000004      ,   1.0000000000000000     
   9.5000000000000000      ,   5.0000000000000000      ,   1.0000000000000000     
   9.5000000000000000      ,   5.6594276399999996      ,   1.0000000000000000     
   9.5000000000000000      ,   6.3461275099999996      ,   1.0000000000000000     
   9.5000000000000000      ,   7.0996046100000001      ,   1.0000000000000000     
   9.5000000000000000      ,   8.0060882600000003      ,   1.0000000000000000     
   9.5000000000000000      ,   9.5249996199999991      ,   1.0000000000000000     
   10.000000000000000      ,   0.0000000000000000      ,   1.0000000000000000     
   10.000000000000000      ,   1.6783554599999999      ,   1.0000000000000000     
   10.000000000000000      ,   2.6799945799999998      ,   1.0000000000000000     
   10.000000000000000      ,   3.5125665700000002      ,   1.0000000000000000     
   10.000000000000000      ,   4.2713508600000001      ,   1.0000000000000000     
   10.000000000000000      ,   5.0000000000000000      ,   1.0000000000000000     
   10.000000000000000      ,   5.7286491399999999      ,   1.0000000000000000     
   10.000000000000000      ,   6.4874334300000003      ,   1.0000000000000000     
   10.000000000000000      ,   7.3200054200000002      ,   1.0000000000000000     
   10.000000000000000      ,   8.3216447799999997      ,   1.0000000000000000     
   10.000000000000000      ,   9.9999990499999996      ,   1.0000000000000000     
